193,Shravanabelagola,JDS,BALAKRISHNA C N,M,105516,INC,C S PUTTEGOWDA,52504,82.34%,202070,53012,HASSAN
194,Arsikere,JDS,K.M SHIVALINGE GOWDA,M,93986,INC,G.B.SHASHIDHARA,50297,82.29%,208241,43689,HASSAN
195,Belur,JDS,LINGESH,M,64268,BJP,H.K. SURESH,44578,79.41%,190465,19690,HASSAN
196,Hassan,BJP,PRITHAM GOWDA,M,63348,JDS,H S PRAKASH,50342,71.34%,212373,13006,HASSAN
197,Holenarasipur,JDS,H D REVANNA,M,108541,JDS,MANJEGOWDA B P,64709,85.56%,208968,43832,HASSAN
198,Arakalgud,JDS,A. T. RAMASWAMY,M,85064,INC,MANJU .A,74411,87.32%,,10653,HASSAN
199,Sakaleshpur,JDS,H K KUMARASWAMY,M,62262,BJP,SOMASHEKAR JAYARAJ,57320,82.07%,195505,4942,HASSAN
200,Belthangady,BJP,HARISH PUNJA,M,98417,INC,K.VASANTHA BANGERA,75443,81.50%,218880,22974,DAKSHINA KANNADA
201,Moodabidri,BJP,UMANATHA KOTIAN,M,87444,INC,K. ABHAYACHANDRA JAIN,57645,75.95%,200045,29799,DAKSHINA KANNADA
202,Mangalore City North,BJP,BHARATH SHETTY,M,98648,INC,B.A.MOHIUDDIN BAVA,72000,74.42%,234826,26648,DAKSHINA KANNADA
203,Mangalore City South,BJP,VEDA VYASA KAMATH,M,86545,INC,J. R. LOBO,70470,67.47%,240057,16075,DAKSHINA KANNADA
204,Mangalore,INC,U T KHADER,M,80813,BJP,SANTHOSH KUMAR RAI BOLIYARU,61074,75.86%,195735,19739,DAKSHINA KANNADA
205,Bantwal,BJP,RAJESH NAIK U.,M,97802,INC,B RAMANATHA RAI,81831,81.90%,221735,15971,DAKSHINA KANNADA
206,Puttur,BJP,SANJEEV MATHANDUR,M,90073,INC,SHAKUNTHALA.T. SHETTY,70596,81.69%,201884,19477,DAKSHINA KANNADA
207,Sullia,BJP,ANGARA S,M,95205,INC,DR.B.RAGHU,69137,83.64%,198686,26068,DAKSHINA KANNADA
208,Madikeri,BJP,APPACHU RANJAN M P,M,70631,JDS,B A JIVIJAYA,54616,77.47%,216937,16015,KODAGU
209,Virajpet,BJP,K G BOPAIAH,M,77944,INC,ARUN MACHAIAH C S,64591,72.34%,216909,13353,KODAGU
210,Piriyapatna,JDS,K. MAHADEVA,M,77770,INC,K. VENKATESH,70277,85.80%,180411,7493,MYSORE
211,Krishnarajanagara,JDS,SA. RA. MAHESH,M,85011,INC,D. RAVISHANKAR,83232,85.79%,204115,1779,MYSORE
212,Hunsur,JDS,H VISHWANATH,M,91667,INC,H P MANJUNATH,83092,82.73%,224558,8575,MYSORE
213,Heggadadevankote,INC,ANIL KUMAR C,M,76652,JDS,CHIKKANNA,54559,79.11%,214874,22093,MYSORE
214,Nanjangud,BJP,HARSHA VARDHAN,M,78030,INC,KALALE N. KESHAVAMURTHY,65551,78.16%,209121,12479,MYSORE
215,Chamundeshwari,JDS,G T DEVE GOWDA,M,121325,INC,SIDDARAMAIAH,85283,76.05%,295815,36042,MYSORE
216,Krishnaraja,BJP,S A RAMADAS,M,78573,INC,M K SOMASHEKHAR,52226,58.86%,247082,26347,MYSORE
217,Chamaraja,BJP,L NAGENDRA,M,51683,INC,VASU,36747,59.18%,235647,14936,MYSORE
218,Narasimharaja,INC,TANVEER SAIT,M,62268,BJP,S.SATHEESH (SANDESH SWAMY),44141,61.43%,262300,18127,MYSORE
219,Varuna,INC,YATHEENDRA SIDDARAMAIAH,M,96435,BJP,T BASAVARAJU,37819,78.59%,221050,58616,MYSORE
220,T. Narasipur,JDS,ASHWIN KUMAR,M,83929,INC,DR. H.C.MAHADEVAPPA,55451,78.08%,198434,28478,MYSORE
221,Hanur,INC,R NARENDRA,M,60444,BJP,DR. PREETHAN NAGAPPA,56931,81.61%,207603,3513,CHAMARAJNAGAR
222,Kollegal,OTHERS,N MAHESH,M,71792,INC,A.R. KRISHNA MURTHY,52338,79.15%,211522,19454,CHAMARAJNAGAR
223,Chamarajanagar,INC,PUTTARANGA SHETTY,M,75963,BJP,K R MALLIKARJUNAPPA,71050,80.41%,206146,4913,CHAMARAJNAGAR
224,Gundlupet,BJP,C S NIRANJANKUMAR,M,94151,INC,M C MOHAN KUMARI URUF GEETHA,77467,87.50%,205616,16684,CHAMARAJNAGAR
